Voltage (V),Frequency (MHz),Temperature (°C),Capacitance (F),Leakage Current (A),Switching Activity,Circuit Area (mm²),Power Consumption
0.942807696,644.6928317,54.37779778,1.02E-12,4.17E-06,0.365018579,6.524328774,3.93E-06
0.865781592,171.957125,69.30943623,8.29E-13,4.54E-06,0.408821983,5.529610323,3.93E-06
0.900736393,836.0197665,62.06325029,1.33E-12,4.36E-06,0.169044256,1.399130769,3.93E-06
0.93058326,773.2964784,52.9816089,1.46E-12,4.22E-06,0.385943905,3.365728294,3.93E-06
0.895244551,811.9447403,89.84286689,1.29E-12,4.39E-06,0.665598229,12.54679332,3.93E-06
0.856327858,164.8019541,84.63704842,1.16E-12,4.60E-06,0.287152292,9.863438641,3.94E-06
0.953680936,870.3200245,63.72104163,1.42E-12,4.13E-06,0.597015031,12.15644748,3.94E-06
0.819735986,684.7898279,59.1996025,9.00E-13,4.80E-06,0.323144504,2.663274,3.94E-06
0.836290454,140.8274443,56.6691098,1.30E-12,4.71E-06,0.38160433,5.682657083,3.94E-06
1.199359909,993.9420046,42.03163413,7.63E-13,3.28E-06,0.380137651,14.15442519,3.94E-06
0.881648543,843.021157,34.24166574,1.06E-12,4.47E-06,0.513948906,14.36449274,3.94E-06
1.013598962,464.8160281,36.04914598,1.20E-12,3.89E-06,0.51306936,14.79205809,3.94E-06
0.862294976,330.8091261,79.19175503,1.35E-12,4.57E-06,0.139505247,8.125979658,3.94E-06
1.150683197,120.4729459,36.66742796,1.23E-12,3.43E-06,0.242712881,6.892776667,3.95E-06
1.016790967,800.1818113,53.14842944,8.75E-13,3.88E-06,0.636573459,0.502994912,3.95E-06
0.934092096,667.6645074,60.7823336,6.20E-13,4.23E-06,0.337184835,14.12311051,3.95E-06
1.189252318,644.8940918,84.69526241,8.61E-13,3.33E-06,0.619503888,10.70939591,3.96E-06
1.099132832,532.5204549,93.8706825,1.02E-12,3.60E-06,0.441438177,7.669583922,3.96E-06
1.004828236,957.451138,38.33616221,1.41E-12,3.94E-06,0.46080909,9.755729394,3.96E-06
0.983875265,863.5975515,67.60723159,7.34E-13,4.03E-06,0.358100714,1.245208494,3.96E-06
1.114228897,990.0925505,84.1650341,7.82E-13,3.56E-06,0.587186596,7.666130316,3.96E-06
0.981448801,317.8074421,27.63266209,5.43E-13,4.04E-06,0.771899225,2.762750886,3.96E-06
0.846767123,318.2259078,44.7795331,9.22E-13,4.68E-06,0.268582013,8.779752602,3.96E-06
1.008963534,823.9258984,52.84517608,1.49E-12,3.93E-06,0.436621885,11.56886129,3.96E-06
1.092609024,816.2179021,20.4590176,1.28E-12,3.63E-06,0.385667883,10.39186439,3.97E-06
0.806297803,313.3296785,63.88371475,8.41E-13,4.92E-06,0.642404285,10.14452016,3.97E-06
1.18212196,410.2247101,48.95801811,1.13E-12,3.36E-06,0.298961384,11.65325597,3.97E-06
1.098509621,173.3084314,56.06522169,1.02E-12,3.62E-06,0.800141961,0.65882084,3.97E-06
1.184330505,292.454603,58.62645291,1.29E-12,3.35E-06,0.40779065,13.41467322,3.97E-06
1.034273792,544.3482078,50.82776434,5.22E-13,3.84E-06,0.4931987,3.538179526,3.98E-06
1.06313005,831.2874434,46.34532501,1.20E-12,3.74E-06,0.770979934,7.848341327,3.98E-06
0.87543907,276.843775,39.94838119,9.31E-13,4.54E-06,0.81122785,10.0603708,3.98E-06
1.078994567,433.2366731,73.12606062,1.36E-12,3.69E-06,0.840197856,12.2427832,3.98E-06
0.97680487,930.4475974,79.80089231,1.41E-12,4.07E-06,0.2975195,6.035696938,3.98E-06
0.854327646,902.3020325,76.32835758,8.55E-13,4.66E-06,0.233504775,11.41669409,3.98E-06
1.100898503,998.3363646,28.4110406,5.43E-13,3.62E-06,0.197999344,11.08160969,3.98E-06
1.127533873,626.2463077,93.29654982,1.43E-12,3.53E-06,0.633427315,3.098612856,3.98E-06
0.966715059,724.6006096,90.48873302,1.16E-12,4.12E-06,0.392749164,3.737141488,3.98E-06
0.927340109,167.6038185,20.17747071,9.85E-13,4.30E-06,0.240323224,6.703657989,3.99E-06
0.804017123,467.9681721,41.49948108,1.16E-12,4.96E-06,0.210839734,11.69456567,3.99E-06
1.159662851,979.5227578,63.82102908,1.28E-12,3.44E-06,0.15673241,6.696036703,3.99E-06
1.126395216,146.8598807,55.27109888,1.02E-12,3.54E-06,0.330932045,9.222730756,3.99E-06
1.026115436,648.0639101,25.34342495,1.35E-12,3.89E-06,0.236787199,11.63082791,3.99E-06
1.057253094,760.6216809,39.92095656,1.09E-12,3.78E-06,0.178521256,3.500926211,3.99E-06
0.864503902,998.1255889,41.71053054,1.11E-12,4.62E-06,0.811929704,11.65463544,4.00E-06
0.982559094,333.4660009,44.28786115,9.04E-13,4.07E-06,0.330890391,14.03273686,4.00E-06
1.069810112,917.6757017,78.2413228,5.16E-13,3.74E-06,0.406159183,10.84362192,4.00E-06
0.837188446,745.2305437,33.33389479,1.34E-12,4.78E-06,0.335606055,13.26274528,4.00E-06
1.184983419,182.1864406,86.43739884,1.44E-12,3.38E-06,0.575623953,12.53692368,4.00E-06
0.805776914,916.0955707,29.05163149,1.07E-12,4.97E-06,0.646523653,7.119053577,4.00E-06
0.982818582,138.4063054,47.61631743,6.38E-13,4.08E-06,0.525517074,11.04263904,4.01E-06
0.971267107,360.8566914,50.03040544,6.60E-13,4.13E-06,0.503958428,5.479547012,4.01E-06
1.119822941,245.1138276,46.33093365,7.62E-13,3.58E-06,0.491981169,2.664192985,4.01E-06
1.055048823,584.9149223,40.88384212,7.11E-13,3.80E-06,0.307908026,6.059442059,4.01E-06
1.120305585,191.0174215,45.33710719,1.21E-12,3.58E-06,0.234811925,4.209272609,4.01E-06
0.851040574,452.4123363,87.36914589,6.43E-13,4.72E-06,0.473290821,7.06545177,4.01E-06
1.074924278,186.4535567,63.5230521,7.02E-13,3.73E-06,0.795171755,10.86042713,4.01E-06
1.03341468,101.3729687,48.48108933,5.12E-13,3.89E-06,0.742258479,5.776395103,4.01E-06
0.954861146,892.2902935,66.02696737,5.65E-13,4.21E-06,0.455354883,4.538104534,4.02E-06
0.957676938,456.9049668,58.11884762,8.92E-13,4.20E-06,0.58608664,4.101977711,4.02E-06
1.178823382,986.5853766,41.39148954,1.04E-12,3.41E-06,0.411114696,7.958857891,4.02E-06
1.058186242,319.9716527,71.56047445,1.01E-12,3.80E-06,0.355121488,10.49778268,4.02E-06
1.059654178,514.6019505,63.26794329,1.36E-12,3.80E-06,0.381169499,5.446666222,4.03E-06
1.120480396,829.4927034,73.28395993,1.29E-12,3.59E-06,0.545277042,12.58113041,4.03E-06
1.093654869,363.1676443,58.09957098,7.72E-13,3.68E-06,0.224181622,1.24250323,4.03E-06
1.095152603,174.0363651,43.9569381,5.55E-13,3.68E-06,0.175350247,12.85435309,4.03E-06
0.926638331,532.3231385,54.79407667,6.33E-13,4.35E-06,0.539050147,5.652561451,4.03E-06
1.064594954,772.0558873,87.95107235,1.14E-12,3.79E-06,0.153088589,3.350242971,4.03E-06
0.940654012,591.301191,73.2781281,1.16E-12,4.29E-06,0.535780239,3.601352141,4.03E-06
0.941077441,647.3282034,79.2915747,8.59E-13,4.29E-06,0.258741712,3.078474833,4.03E-06
0.830327888,563.4612327,25.69746354,1.28E-12,4.86E-06,0.116147437,3.638436743,4.03E-06
0.910145367,121.280693,63.66942815,1.50E-12,4.43E-06,0.818877149,11.9208379,4.04E-06
1.184125379,479.8955627,95.87627884,1.15E-12,3.41E-06,0.11483706,10.72956103,4.04E-06
0.959325326,150.3114745,80.96608351,1.15E-12,4.21E-06,0.485442375,8.908054192,4.04E-06
0.84022441,777.0020779,66.5252663,7.81E-13,4.81E-06,0.142672404,12.8383643,4.04E-06
0.985519302,770.5428546,92.32287861,7.09E-13,4.10E-06,0.465706231,11.65148556,4.04E-06
0.894862485,352.5179531,71.15500705,9.02E-13,4.52E-06,0.815181264,4.168959288,4.05E-06
1.094402468,493.3053113,41.32352665,1.26E-12,3.70E-06,0.801623715,4.16379968,4.05E-06
0.811383929,370.418888,66.61392429,1.15E-12,4.99E-06,0.176142613,0.578391386,4.05E-06
1.1631346,554.3271893,64.1016093,1.43E-12,3.48E-06,0.765462551,9.831009258,4.05E-06
0.926356546,632.9539697,86.346092,8.58E-13,4.38E-06,0.470120568,12.03898085,4.06E-06
1.164320785,981.5776266,78.71485089,1.28E-12,3.48E-06,0.236182272,7.43070914,4.06E-06
0.97818703,124.4656741,86.65325857,1.41E-12,4.15E-06,0.340289474,5.237651454,4.06E-06
1.152754036,957.7790016,31.94637768,7.58E-13,3.52E-06,0.151004307,11.99206993,4.06E-06
1.148016529,348.2378959,91.48776695,9.13E-13,3.54E-06,0.441015055,13.71825471,4.06E-06
0.896485905,670.2974217,24.42611186,1.19E-12,4.53E-06,0.293417454,12.71476193,4.06E-06
0.837036118,669.2643162,30.79293797,7.55E-13,4.85E-06,0.776915456,5.646243359,4.06E-06
1.08434459,541.4022228,22.25082075,6.51E-13,3.75E-06,0.373544906,8.221649406,4.06E-06
1.120094181,742.3071288,77.3928121,8.53E-13,3.63E-06,0.709097526,3.469660125,4.06E-06
0.895732592,229.8809227,20.15260414,6.63E-13,4.54E-06,0.570765898,10.11903017,4.06E-06
0.959891165,990.0331152,59.31768446,1.35E-12,4.23E-06,0.317231692,11.79627289,4.07E-06
1.144518236,128.876991,90.6990612,1.27E-12,3.55E-06,0.458822959,9.9728417,4.07E-06
0.844170995,214.5140505,33.59176661,1.21E-12,4.82E-06,0.524766465,13.32236357,4.07E-06
0.814426604,180.5767028,89.05349689,8.27E-13,4.99E-06,0.231387578,6.803348129,4.07E-06
1.061696718,340.2826353,63.61919534,1.11E-12,3.83E-06,0.657141155,3.752217237,4.07E-06
0.857829562,450.4816095,94.97698485,6.81E-13,4.75E-06,0.678595807,9.10555308,4.07E-06
1.044653438,673.9638463,35.97071399,6.16E-13,3.90E-06,0.309379952,5.369919878,4.07E-06
0.840785821,640.8724112,30.03657864,7.83E-13,4.84E-06,0.75311002,12.7279343,4.07E-06
0.952643671,360.6605827,62.00794607,1.45E-12,4.28E-06,0.471092768,6.981728433,4.08E-06
0.858135875,839.5083714,65.38333722,6.37E-13,4.75E-06,0.376840066,14.53930573,4.08E-06
1.173303285,800.4635431,95.30060396,1.18E-12,3.48E-06,0.261767407,4.817797539,4.08E-06
0.890844275,969.4549556,25.6633326,7.45E-13,4.58E-06,0.360324221,6.757006321,4.08E-06
1.191104096,147.4769581,89.50349017,8.33E-13,3.43E-06,0.652341384,9.765448592,4.08E-06
0.943808645,638.4598682,59.50827002,1.33E-12,4.32E-06,0.316705569,4.412125659,4.08E-06
0.987860841,852.9656803,65.50402758,7.21E-13,4.13E-06,0.17489187,7.023488744,4.08E-06
0.914046092,767.8649639,73.2371083,1.35E-12,4.47E-06,0.513739011,9.707149585,4.08E-06
1.061094034,316.4175,60.64242542,9.80E-13,3.85E-06,0.734642583,6.400760105,4.08E-06
0.905866952,471.7687775,40.63780262,9.12E-13,4.51E-06,0.161183065,12.47172089,4.09E-06
0.852631113,760.5140422,79.7736082,1.16E-12,4.79E-06,0.741309804,8.232144548,4.09E-06
0.94355955,128.1973604,55.50976567,1.32E-12,4.33E-06,0.390214068,10.05918318,4.09E-06
0.839782357,832.9671527,51.23077811,1.28E-12,4.87E-06,0.447859913,10.55000961,4.09E-06
0.831540106,656.2916746,29.21903171,1.31E-12,4.92E-06,0.534010833,8.605735932,4.09E-06
1.17493616,475.5518991,45.1940435,1.21E-12,3.48E-06,0.775649494,8.856785468,4.09E-06
1.022817027,971.2668679,39.01979114,1.06E-12,4.00E-06,0.258718404,7.075826356,4.09E-06
1.011601634,371.3166708,39.5809371,1.08E-12,4.05E-06,0.6868573,4.240582788,4.09E-06
1.025447304,368.5959089,81.74496584,1.46E-12,3.99E-06,0.332412236,12.29678716,4.10E-06
1.177067242,477.8397734,66.55676151,1.49E-12,3.48E-06,0.86402059,9.76386481,4.10E-06
0.960974402,622.6684894,26.87745308,1.17E-12,4.26E-06,0.41221518,10.74480161,4.10E-06
1.192136156,776.0310248,81.83978683,6.13E-13,3.44E-06,0.316834322,13.10228299,4.10E-06
1.080233412,192.3046455,56.28947605,7.48E-13,3.80E-06,0.16387586,4.116909784,4.11E-06
0.993279357,706.0327157,25.93372949,1.49E-12,4.14E-06,0.339974271,5.923138951,4.11E-06
1.075922133,977.795095,96.27520828,9.54E-13,3.82E-06,0.548715467,0.944158617,4.11E-06
1.188592914,974.13945,64.07857253,1.36E-12,3.46E-06,0.167349036,11.14859373,4.11E-06
0.957108077,588.973556,85.94899961,1.15E-12,4.30E-06,0.663717804,6.693091277,4.11E-06
0.945543872,218.9539372,33.4861743,9.17E-13,4.35E-06,0.804004858,5.186815287,4.11E-06
1.102257508,634.2024731,60.20673939,1.45E-12,3.73E-06,0.194202423,12.0412753,4.11E-06
1.080100184,687.4435843,38.4362479,6.00E-13,3.81E-06,0.412564,1.654353046,4.11E-06
0.988621345,874.9066805,26.31962594,5.72E-13,4.16E-06,0.46612176,10.28977081,4.11E-06
0.977317758,911.912059,48.96353291,1.16E-12,4.21E-06,0.634847792,10.5489716,4.11E-06
0.868809841,268.7307664,69.44919815,1.14E-12,4.74E-06,0.686928098,3.435787516,4.11E-06
1.134673439,658.0819617,39.23622888,6.12E-13,3.63E-06,0.105207646,7.577665716,4.11E-06
0.889580457,489.5804589,88.91327324,1.50E-12,4.63E-06,0.841167787,6.959621336,4.12E-06
1.184104507,257.1657186,85.61004005,1.00E-12,3.48E-06,0.290514784,8.832364902,4.12E-06
0.926149892,945.8961725,81.43846677,1.24E-12,4.45E-06,0.530859783,2.286918328,4.12E-06
0.958723331,648.8463515,71.45967291,1.21E-12,4.30E-06,0.330868125,12.94186291,4.12E-06
0.978671978,799.5752195,58.51025092,9.58E-13,4.21E-06,0.855951304,14.57111285,4.12E-06
1.161767257,430.886391,47.95135694,1.50E-12,3.55E-06,0.319187735,3.497693668,4.13E-06
0.865460691,763.1954296,61.73075435,9.64E-13,4.77E-06,0.271970812,9.990806535,4.13E-06
1.023241197,823.5935361,30.18708147,5.84E-13,4.03E-06,0.501891334,3.498343062,4.13E-06
0.845107664,875.5462364,48.26431679,1.18E-12,4.89E-06,0.49246827,13.20532401,4.13E-06
0.984734763,392.6047382,47.19879398,7.88E-13,4.19E-06,0.217973894,12.84694437,4.13E-06
0.995966682,256.8770152,48.93994973,6.57E-13,4.15E-06,0.201570496,10.29554109,4.13E-06
0.965073139,834.4569955,84.199701,1.37E-12,4.28E-06,0.316990276,0.895086984,4.13E-06
0.841523118,427.3560474,51.96464062,1.42E-12,4.91E-06,0.11822163,12.63724827,4.14E-06
0.996592149,577.7116128,73.06106996,1.23E-12,4.15E-06,0.482605255,2.882458589,4.14E-06
1.14290736,872.451734,69.86334353,5.13E-13,3.62E-06,0.581612596,7.53467166,4.14E-06
0.8286163,406.945047,70.26674461,7.26E-13,4.99E-06,0.834218744,10.64123431,4.14E-06
1.138225014,554.6157125,91.89910086,7.42E-13,3.64E-06,0.866253054,0.897604201,4.14E-06
0.93301783,670.6383642,22.5046059,8.84E-13,4.44E-06,0.324205151,1.589371399,4.14E-06
0.978392131,339.5054506,81.92509443,6.28E-13,4.23E-06,0.212364771,0.55786952,4.14E-06
0.959879001,376.1627337,87.92587583,9.93E-13,4.32E-06,0.33544117,1.696508075,4.14E-06
0.86337519,777.412196,54.62491828,1.32E-12,4.80E-06,0.637986868,13.00181356,4.14E-06
1.040879519,223.3244799,58.89890534,1.20E-12,3.98E-06,0.761385102,0.652810178,4.14E-06
1.074828681,801.6391936,87.81091238,1.33E-12,3.86E-06,0.346420674,7.928785121,4.15E-06
1.006288105,352.5658838,87.29724964,7.53E-13,4.12E-06,0.288777582,5.480142371,4.15E-06
1.15904224,489.6830969,56.88069923,9.14E-13,3.58E-06,0.844900256,9.618010867,4.15E-06
1.190005465,171.2276712,58.60425756,1.12E-12,3.49E-06,0.641824961,4.663789707,4.15E-06
0.840751356,491.5966676,75.22562381,1.10E-12,4.94E-06,0.796822314,7.311630904,4.15E-06
1.089436426,892.7997572,28.21410618,9.51E-13,3.81E-06,0.239144403,7.584950354,4.15E-06
1.121756933,697.5846197,87.61823614,6.77E-13,3.70E-06,0.499654255,6.468938444,4.16E-06
0.966347647,742.147812,73.70326339,1.18E-12,4.30E-06,0.694521724,12.01506787,4.16E-06
0.968636906,395.9823995,22.29749867,8.39E-13,4.29E-06,0.883266084,7.313337447,4.16E-06
0.888166731,688.168494,73.97572184,5.41E-13,4.68E-06,0.386945708,11.04844335,4.16E-06
1.109876913,602.4158977,96.04548177,9.92E-13,3.75E-06,0.582929675,4.674194656,4.16E-06
1.066407906,502.0042089,75.61990543,1.00E-12,3.90E-06,0.385829682,5.755328544,4.16E-06
0.983467458,498.3075645,84.88515805,1.08E-12,4.24E-06,0.81500128,11.02550266,4.17E-06
0.891064383,256.6148273,31.47438904,6.21E-13,4.68E-06,0.572724933,6.007645314,4.17E-06
0.99625129,827.7308452,97.95322528,5.22E-13,4.18E-06,0.101592605,13.37498831,4.17E-06
1.099469825,207.8104134,49.857514,1.24E-12,3.79E-06,0.854943542,0.751273432,4.17E-06
1.193696776,104.9984975,77.82755019,7.96E-13,3.50E-06,0.347728852,4.286765216,4.18E-06
1.079474141,467.3196237,71.83861692,5.00E-13,3.87E-06,0.635918862,1.476320433,4.18E-06
0.99259481,180.7674061,35.67676639,1.43E-12,4.21E-06,0.596392409,4.557081718,4.18E-06
1.075390057,144.9608441,61.67679555,1.10E-12,3.89E-06,0.582247379,3.959080755,4.18E-06
0.960935734,731.192201,31.59936334,1.11E-12,4.35E-06,0.642014307,8.499797312,4.18E-06
1.071856471,274.4088593,92.27193084,9.92E-13,3.90E-06,0.232435739,8.172262277,4.18E-06
1.018904938,426.572586,46.9655307,8.30E-13,4.10E-06,0.679934201,4.808637285,4.18E-06
0.973421921,445.9008408,80.93565847,1.43E-12,4.30E-06,0.114769031,6.111816825,4.19E-06
1.139284594,729.3034669,69.27653114,1.49E-12,3.68E-06,0.688238744,6.203698717,4.19E-06
0.900844339,995.9774811,51.18946024,1.15E-12,4.65E-06,0.106668273,10.82712427,4.19E-06
1.088894017,809.9454327,97.64905293,5.07E-13,3.85E-06,0.82541074,6.97163966,4.19E-06
0.975031318,222.0034595,87.49320135,1.18E-12,4.30E-06,0.524548509,6.535190425,4.19E-06
1.095019042,970.38482,86.74929622,1.27E-12,3.83E-06,0.126034642,0.953126476,4.19E-06
0.96665352,442.1881446,45.72481726,1.06E-12,4.34E-06,0.874872919,12.27616117,4.19E-06
0.941863941,496.4668516,69.29062417,6.44E-13,4.46E-06,0.392578686,4.741035241,4.20E-06
1.163166948,739.84385,44.32250223,1.01E-12,3.61E-06,0.15302954,5.633001051,4.20E-06
1.149861607,818.0054763,97.68846723,6.13E-13,3.66E-06,0.512871139,1.254139204,4.21E-06
1.059218491,682.5239503,76.84900837,6.29E-13,3.97E-06,0.463888204,8.517877902,4.21E-06
0.89075747,287.2887966,93.67760144,1.29E-12,4.73E-06,0.125648504,7.084094823,4.21E-06
1.016710384,187.9629324,36.81104196,1.04E-12,4.14E-06,0.358561144,12.5645704,4.21E-06
1.167992704,887.5105085,38.99055143,5.67E-13,3.60E-06,0.121632485,11.9409926,4.21E-06
1.197829109,288.1510659,43.52496348,1.29E-12,3.52E-06,0.147118334,8.76241498,4.21E-06
1.015126565,672.8445671,98.32007853,8.87E-13,4.15E-06,0.59153317,1.26668349,4.21E-06
0.985213122,145.2227932,97.14331761,1.49E-12,4.28E-06,0.473486772,1.834080235,4.22E-06
0.861947789,254.6889785,90.18870752,1.10E-12,4.89E-06,0.796461262,13.25383215,4.22E-06
0.912920296,189.2629586,35.0886858,1.11E-12,4.62E-06,0.642255474,2.123460179,4.22E-06
0.929189451,233.6845689,83.31613659,5.23E-13,4.54E-06,0.585008012,13.02665148,4.22E-06
0.86799201,217.7066212,95.12449944,1.44E-12,4.86E-06,0.847541553,2.174090648,4.22E-06
1.093317929,520.4717455,94.60933853,5.53E-13,3.86E-06,0.875801007,1.993289367,4.22E-06
0.845917789,240.1011387,94.57610416,5.45E-13,4.99E-06,0.1244998,14.38459555,4.22E-06
1.134505334,432.381545,22.12950573,8.04E-13,3.73E-06,0.888288585,3.765065016,4.23E-06
0.863480785,995.7370842,71.00402056,1.28E-12,4.90E-06,0.108733046,5.836518587,4.23E-06
1.029063812,863.0581423,61.35935306,6.90E-13,4.11E-06,0.702866902,6.071026934,4.23E-06
0.996717688,342.145666,38.34073391,5.78E-13,4.25E-06,0.80954554,12.86265155,4.23E-06
1.022550233,367.8828501,28.36222045,9.17E-13,4.14E-06,0.9,5.180223105,4.23E-06
0.855526367,637.03324,74.79903911,5.78E-13,4.95E-06,0.48235361,11.80659397,4.24E-06
1.03656406,119.3918639,83.05402795,1.04E-12,4.09E-06,0.125966897,7.250865838,4.24E-06
0.943955875,435.1044891,41.30438136,5.12E-13,4.49E-06,0.334374255,0.932666257,4.24E-06
1.135392398,392.9587433,31.75398219,1.11E-12,3.73E-06,0.622005955,14.08431048,4.24E-06
1.150403543,140.5209272,42.04220836,1.15E-12,3.69E-06,0.180794504,1.421646226,4.24E-06
1.017506408,392.104248,98.12895772,9.63E-13,4.17E-06,0.311541802,9.982304167,4.24E-06
1.02936438,243.1711185,42.73192439,6.34E-13,4.13E-06,0.755871201,7.792732838,4.25E-06
1.092168733,229.9207968,20.11994658,5.50E-13,3.89E-06,0.691957942,8.306843388,4.25E-06
1.136978083,883.4276125,98.09341788,6.76E-13,3.74E-06,0.731821309,1.780595264,4.25E-06
0.849728677,315.644854,79.26458931,1.01E-12,5.00E-06,0.325354937,11.45341509,4.25E-06
1.06398092,312.9080094,23.93604872,8.61E-13,3.99E-06,0.396923873,7.797415664,4.25E-06
1.080856946,587.0874184,92.6355617,1.34E-12,3.93E-06,0.898566571,10.62377416,4.25E-06
1.085745863,342.1595516,93.73981389,5.68E-13,3.91E-06,0.221210738,14.26878432,4.25E-06
0.968807267,157.183897,21.89092055,6.02E-13,4.39E-06,0.71643508,11.91980214,4.25E-06
1.043840831,269.6148916,84.12335176,5.77E-13,4.08E-06,0.68602849,1.108934089,4.26E-06
1.128565077,222.1507163,21.93779987,1.42E-12,3.78E-06,0.12168719,3.744861426,4.26E-06
0.973821579,864.1758855,80.1436038,6.70E-13,4.38E-06,0.47419272,2.587912894,4.26E-06
1.173111049,275.5251404,66.37114832,7.81E-13,3.64E-06,0.719438697,2.031947424,4.27E-06
0.967326973,856.7910424,58.82375604,1.04E-12,4.41E-06,0.144605704,3.181696662,4.27E-06
1.076532335,941.579773,38.91463876,7.74E-13,3.98E-06,0.63025267,10.96828204,4.28E-06
1.050597755,744.4529066,55.1635751,1.43E-12,4.08E-06,0.738223868,11.91214867,4.28E-06
0.902777385,994.2934847,79.45861632,1.36E-12,4.75E-06,0.293059809,1.9485053,4.29E-06
1.127539774,370.5529459,43.90444454,9.86E-13,3.80E-06,0.560713699,1.491513737,4.29E-06
1.004604593,157.8675789,48.147465,1.49E-12,4.27E-06,0.213006015,10.73919931,4.29E-06
1.003993568,166.3124114,42.76291614,5.23E-13,4.28E-06,0.656520042,8.737886066,4.30E-06
1.095150468,786.807138,89.66342318,6.30E-13,3.93E-06,0.506342847,12.5364761,4.31E-06
1.180808833,440.7469463,36.3126408,1.21E-12,3.65E-06,0.293128934,11.75627883,4.31E-06
0.974868671,359.9823915,97.10145859,1.08E-12,4.42E-06,0.231538592,14.48574476,4.31E-06
1.141523661,774.3478058,29.42887222,5.43E-13,3.77E-06,0.458849555,8.412186695,4.31E-06
0.962581987,809.5085938,36.43598307,1.04E-12,4.47E-06,0.805778349,13.5570796,4.31E-06
0.939396615,820.9664167,40.04933629,7.05E-13,4.59E-06,0.849620926,10.53515269,4.31E-06
1.197912652,705.3119435,31.31711153,1.30E-12,3.60E-06,0.548265761,1.924780066,4.31E-06
0.871909852,303.3339811,60.92333214,1.14E-12,4.95E-06,0.619432485,4.180592775,4.31E-06
1.098784756,876.1388928,89.01151162,1.10E-12,3.93E-06,0.469736003,5.524549936,4.31E-06
1.173182159,563.1623417,27.69106503,1.28E-12,3.68E-06,0.13998192,8.864266767,4.32E-06
1.041328842,199.3823657,38.6208972,8.77E-13,4.15E-06,0.459406456,14.45248514,4.32E-06
0.978132488,203.534225,59.03501943,1.12E-12,4.42E-06,0.887337073,4.807523449,4.32E-06
0.885825811,114.7984694,40.26171547,1.39E-12,4.88E-06,0.288944564,13.15868649,4.32E-06
0.985731381,533.090608,46.72331722,1.50E-12,4.39E-06,0.534953867,12.91924133,4.33E-06
1.093277496,471.7626871,58.46766298,1.15E-12,3.96E-06,0.33101915,10.88318965,4.33E-06
0.885710163,414.2054057,62.67854227,1.01E-12,4.89E-06,0.848192761,7.358398387,4.33E-06
0.903989195,300.9873381,92.05269079,1.44E-12,4.79E-06,0.656076616,14.22025975,4.33E-06
1.03606295,975.3696759,95.05675269,1.38E-12,4.18E-06,0.278101801,0.713044563,4.33E-06
0.925863992,363.0003258,78.67500355,8.87E-13,4.68E-06,0.845075803,11.03430812,4.33E-06
0.923321885,501.5820076,21.8871295,1.47E-12,4.70E-06,0.701090496,6.057223293,4.34E-06
0.999411815,587.1704495,71.27518312,5.57E-13,4.34E-06,0.503698031,12.90958517,4.34E-06
1.034419455,432.6421011,47.46172559,8.59E-13,4.20E-06,0.734951266,11.97402288,4.34E-06
0.934221742,241.513766,25.47141809,1.47E-12,4.65E-06,0.152923753,5.733078831,4.34E-06
1.022113352,838.7964138,100,1.34E-12,4.25E-06,0.309847272,8.120827019,4.35E-06
1.17272641,636.9557341,46.27254182,7.45E-13,3.71E-06,0.693667326,1.388945054,4.35E-06
1.040881044,350.87152,72.49889649,5.66E-13,4.18E-06,0.687006595,14.52238739,4.35E-06
1.096479085,257.704247,34.91996365,1.28E-12,3.97E-06,0.452803004,5.292567733,4.35E-06
1.059431408,826.8493111,62.3420866,5.07E-13,4.11E-06,0.39396986,4.885411738,4.35E-06
1.046712334,216.3066774,55.03108116,8.70E-13,4.16E-06,0.718205583,11.92084921,4.35E-06
1.053373258,446.4809253,37.46501068,9.02E-13,4.13E-06,0.381125777,11.25175011,4.36E-06
1.112784864,333.4593036,51.55745204,1.13E-12,3.91E-06,0.617802647,11.53980731,4.36E-06
0.878588126,835.1209633,49.3289048,6.89E-13,4.96E-06,0.139054535,8.526869704,4.36E-06
0.94739089,173.0101735,52.6476957,9.17E-13,4.60E-06,0.590487799,11.31612774,4.36E-06
0.996341197,297.2792363,61.69514967,8.71E-13,4.38E-06,0.877112123,6.054064109,4.36E-06
1.077167875,120.2647925,47.02355226,8.02E-13,4.05E-06,0.29686657,8.360285876,4.37E-06
1.170492168,808.0238058,75.44395768,6.86E-13,3.73E-06,0.502775129,1.746861937,4.37E-06
1.174158414,334.1047764,29.00522547,1.04E-12,3.72E-06,0.171222562,4.51438895,4.37E-06
0.887638886,710.6420338,68.73317858,1.45E-12,4.92E-06,0.863895709,9.161869576,4.37E-06
0.922952518,178.4355431,55.48024122,7.47E-13,4.74E-06,0.201782508,9.218826995,4.37E-06
0.902246814,349.3705859,54.42077493,5.18E-13,4.85E-06,0.5767211,10.67418742,4.37E-06
1.116466542,915.6909954,40.40897494,1.39E-12,3.92E-06,0.212730485,14.24056978,4.37E-06
0.991175403,640.422672,44.29945258,1.03E-12,4.41E-06,0.45261297,1.262592752,4.38E-06
0.885624657,581.1456292,26.86711135,9.10E-13,4.94E-06,0.214063967,4.116824774,4.38E-06
1.190418753,388.9292538,73.64873971,1.29E-12,3.68E-06,0.488031028,10.74258827,4.38E-06
0.956546078,661.8539594,38.05955399,9.24E-13,4.58E-06,0.126539188,5.742626907,4.38E-06
