Voltage (V),Frequency (MHz),Temperature (°C),Capacitance (F),Leakage Current (A),Switching Activity,Circuit Area (mm²),Power 
0.898286472,844.3669021,62.26744784,1.46E-12,2.54E-06,0.790645595,12.01444848,0.002281157
1.146243879,536.3999715,86.57291603,1.17E-12,1.96E-06,0.126946347,13.40139514,0.002250383
1.118639008,903.8882301,97.86773691,8.52E-13,4.93E-06,0.771716595,10.7599659,0.005516116
1.192180049,790.9267962,57.74007393,8.75E-13,4.99E-06,0.164752763,9.000738079,0.005951772
1.027898074,231.6641318,46.05335392,8.20E-13,1.20E-07,0.754724846,5.550087057,0.000123953
1.198672953,910.0334423,76.42216398,6.01E-13,4.11E-06,0.352955598,6.027160945,0.004930061
1.157715627,524.5002228,74.18731957,9.34E-13,8.45E-07,0.464899739,13.77564627,0.000978477
1.140306383,696.8323455,78.40079429,6.31E-13,3.40E-07,0.462400119,0.825716718,0.000388439
1.021306154,376.0206821,81.48717321,6.71E-13,3.79E-06,0.109343686,6.127465162,0.003874648
0.887412167,428.5748449,85.76100788,6.36E-13,4.78E-06,0.221057413,14.64775412,0.004238514
1.080418094,804.6456917,55.32085807,1.13E-12,4.48E-06,0.338372277,2.010244041,0.004844738
0.870751583,281.5919389,67.28805061,1.18E-12,1.54E-06,0.629532784,8.937138015,0.001340322
1.104886459,779.6198838,54.42263219,9.51E-13,4.75E-06,0.179686766,7.529914298,0.00525314
0.818836045,241.8612727,72.5760378,1.10E-12,4.28E-06,0.211268761,10.22675477,0.003501648
0.807510083,525.7835128,76.8994418,8.12E-13,4.59E-06,0.246117112,11.09801328,0.003703948
1.190019451,759.1367415,72.62192489,9.06E-13,2.68E-06,0.624098587,13.90919401,0.00319148
0.976863989,952.0253152,38.96464681,5.19E-13,2.65E-06,0.232422927,1.552797078,0.002590299
0.918325402,952.7994708,94.76457446,6.69E-13,3.76E-07,0.760577144,1.713981363,0.000345434
0.875406584,763.800222,78.99573356,7.12E-13,3.29E-07,0.790451363,13.95748136,0.000288156
0.823807484,446.6241447,46.54687069,1.34E-12,2.65E-06,0.37481389,12.81727486,0.002181958
1.032938681,368.9859025,98.88828575,7.42E-13,4.66E-06,0.88420247,11.83287612,0.00481879
1.175584717,203.6396682,38.14174175,8.23E-13,1.01E-06,0.735620236,7.028243362,0.001183246
0.885655476,259.8393906,54.94826087,8.40E-13,3.09E-06,0.797031667,14.79103766,0.002733637
1.143530361,740.3345928,44.33609054,7.36E-13,4.67E-06,0.359092298,14.16804505,0.005339705
0.959369557,938.5250899,94.49394693,7.30E-13,1.85E-06,0.39567688,5.454314815,0.001778977
1.079424039,846.9856597,68.27573271,1.48E-12,7.13E-07,0.529857798,14.96205294,0.000770543
1.11817665,224.7118792,87.95911607,1.14E-12,3.88E-06,0.702875925,10.2588206,0.004339156
0.847731413,352.817856,40.67767075,1.49E-12,4.44E-06,0.444332114,13.72086836,0.003763038
0.95179693,772.8280633,95.49460796,1.06E-12,4.62E-06,0.886655788,5.370877581,0.004400457
1.057617906,163.4846816,65.18571257,6.96E-13,2.37E-06,0.830244121,4.48433378,0.002503028
1.009687933,214.0778933,46.62555776,1.12E-12,1.38E-06,0.431253321,12.70701354,0.001393837
1.072353213,412.068861,56.21794124,5.05E-13,4.12E-06,0.373845477,8.268772946,0.004418224
1.053123519,207.4375034,22.16351182,9.80E-13,4.61E-06,0.270346116,10.46808013,0.004853707
1.088995414,723.2409834,57.32974545,1.28E-12,1.18E-06,0.416044926,11.08603777,0.001281787
0.904807862,578.5989955,82.80390999,1.40E-12,4.46E-06,0.330485434,9.305919604,0.004033207
1.060964645,934.5615533,78.99421063,7.17E-13,2.97E-06,0.170329767,5.370206564,0.003155709
0.959133914,329.8688307,95.9166728,1.17E-12,4.84E-06,0.596440119,14.03221246,0.004645951
1.002481918,120.4107136,81.11082452,1.19E-12,1.39E-06,0.494524232,3.04681603,0.001394419
0.872036701,536.1567779,98.8913119,1.47E-12,2.91E-06,0.797115494,4.30410884,0.002535983
0.938531809,357.7871564,23.66750657,1.31E-12,1.13E-06,0.403861526,7.53678314,0.001064128
0.890069144,310.3320973,86.88985023,8.17E-13,2.74E-06,0.149526512,1.151730322,0.002434971
1.072307846,475.1092688,39.25683438,1.02E-12,4.71E-06,0.115179389,0.781764984,0.005055443
1.037161036,529.4801242,41.13432728,1.38E-12,4.89E-07,0.680504037,3.478913925,0.000508174
1.011308378,984.8724812,38.30602284,6.30E-13,7.79E-07,0.451849418,7.015070412,0.000788537
0.868894998,215.1934661,91.76803389,1.34E-12,2.13E-06,0.44193627,12.01348054,0.001849443
1.091209133,332.4849232,68.32044049,1.39E-12,3.70E-06,0.702283045,3.458759886,0.004039039
0.992279087,884.8808042,45.66097395,5.30E-13,1.33E-06,0.778828121,5.101049588,0.001320588
0.916605859,827.5981188,84.72766833,6.70E-13,9.05E-07,0.645239098,4.334249879,0.000829533
0.916626609,639.2756666,26.49323227,1.17E-12,4.12E-06,0.119384873,12.71440389,0.003776891
1.054041487,446.4074466,55.85521199,8.06E-13,1.42E-06,0.435501717,0.841093804,0.001501997
0.901117841,476.3359384,46.96874417,1.05E-12,4.04E-06,0.277581967,13.8083296,0.003638664
1.054630203,646.632904,71.63579414,5.32E-13,4.52E-06,0.65589985,12.02659459,0.004769078
1.071730162,289.4957967,99.81474881,6.84E-13,2.16E-06,0.13688014,3.624530242,0.002318849
0.878089376,349.4417605,30.75936599,1.04E-12,1.21E-06,0.144721946,13.51791065,0.001061228
1.026105644,323.821139,99.51245521,1.15E-12,4.10E-06,0.328246253,2.297924429,0.004209448
1.039658656,684.5862632,62.22517834,8.81E-13,2.49E-07,0.785551686,12.10149773,0.000259602
0.971810193,638.3145449,51.47029405,9.03E-13,3.62E-06,0.698469332,0.752121787,0.003522758
1.154070845,294.1938538,25.24682078,6.93E-13,1.22E-07,0.179391182,3.095690764,0.000140427
1.122895601,983.487249,85.19960548,1.10E-12,2.86E-06,0.708164992,11.96038612,0.00320775
0.854210537,923.3801138,72.00843043,1.33E-12,1.71E-06,0.12261345,2.607122396,0.001458254
0.890780882,922.7509233,43.78805353,8.66E-13,4.55E-07,0.645851834,3.263163625,0.000405492
1.07879453,354.8053241,91.2132481,1.10E-12,2.48E-06,0.888785976,6.774806217,0.002673771
1.139529083,553.6026149,73.25475735,5.66E-13,2.45E-06,0.76676232,8.614363931,0.002787055
0.888392629,751.2664137,90.97234565,7.52E-13,4.96E-06,0.769639565,9.3155959,0.00440529
1.030089687,734.6676758,41.13687188,1.43E-12,2.90E-06,0.892782157,14.69131173,0.002990884
0.98538418,608.8645718,85.18557542,8.66E-13,2.42E-06,0.152560122,9.805313602,0.002387832
0.870558469,368.3208028,96.0240647,1.50E-12,4.09E-06,0.539891942,9.321942366,0.003562337
1.071176065,150.6771371,55.93617451,1.37E-12,3.83E-06,0.60561229,2.675583442,0.004100068
1.073750179,792.3551444,52.55465767,8.78E-13,1.45E-06,0.615303246,6.362412449,0.001561754
1.190798261,752.6779131,25.66387494,1.12E-12,2.44E-06,0.544593857,11.31895197,0.00290807
0.850572167,687.0024661,79.59314083,1.32E-12,2.54E-06,0.3143197,2.357808675,0.002164901
1.018043439,700.0168652,33.39147807,6.97E-13,2.21E-06,0.688982958,1.352704527,0.002245752
0.991999808,552.2319493,52.47406583,6.75E-13,3.32E-06,0.268029948,10.27435132,0.003293866
0.853859871,436.517599,99.32847969,5.52E-13,1.48E-06,0.65616514,1.249628403,0.001259633
1.031918827,637.0225161,57.42225722,6.60E-13,3.33E-06,0.274339529,5.729276411,0.003438002
1.103193136,712.2085189,21.19531975,1.24E-12,6.71E-07,0.329666966,4.849676326,0.000740967
1.047949861,991.8705384,21.39806169,1.31E-12,1.96E-06,0.667485027,7.505799726,0.002057721
0.996833776,890.1840877,55.74876581,5.42E-13,4.02E-07,0.781082926,14.32117055,0.000401007
0.82253787,922.9661086,69.02128763,8.13E-13,3.82E-07,0.255330619,10.80233351,0.000313959
0.940599802,926.4002377,40.34407526,1.34E-12,6.55E-07,0.60933026,12.50678701,0.000617153
0.843225866,139.6022669,67.6614507,1.24E-12,7.26E-07,0.481133119,4.058074699,0.000612072
0.945709961,122.676744,66.87272288,9.52E-13,3.12E-06,0.72662099,1.892514987,0.002953411
1.145986715,197.6582161,42.97531497,6.56E-13,8.84E-07,0.669540799,3.462706384,0.00101331
0.936831011,651.6659995,55.78218115,7.70E-13,3.74E-06,0.376840744,3.759452647,0.003499267
1.14227852,578.4409325,85.92290429,1.41E-12,4.56E-06,0.622210754,6.769376117,0.005207813
1.106010933,299.2937343,63.85722782,1.45E-12,4.59E-06,0.834136657,9.107421145,0.005073444
0.885073124,496.155685,23.35585496,6.07E-13,1.43E-06,0.774707417,1.235662285,0.001268094
1.155785051,501.8114749,45.75176892,5.07E-13,8.35E-07,0.469402505,11.7622846,0.000964962
1.188353627,937.682739,78.33575614,9.32E-13,1.09E-07,0.182617061,10.85345561,0.000129729
1.169955656,703.0978221,22.18393724,5.68E-13,1.68E-06,0.416391437,9.850810388,0.001964859
0.988714021,602.5379077,72.53388354,5.38E-13,2.23E-06,0.593748249,3.17806021,0.002208226
0.870454869,547.4534348,45.35672455,8.74E-13,4.02E-06,0.242290329,11.71159998,0.003500495
1.059067039,271.2680155,65.1540031,1.06E-12,2.11E-06,0.736713815,12.66507229,0.002234562
0.967065747,746.2966308,83.47872384,1.36E-12,1.45E-06,0.849878467,4.602247646,0.001407042
0.89281317,128.4472004,79.2271977,9.03E-13,4.10E-06,0.681044627,10.64339408,0.003664038
1.105993043,843.4481182,97.79871348,1.32E-12,2.10E-06,0.323027769,6.925992526,0.002321335
0.956444755,178.4554661,25.7153897,1.12E-12,4.82E-06,0.643185479,2.232435471,0.004611038
1.009561333,923.1233608,51.64669674,9.97E-13,1.76E-06,0.351685477,11.07340761,0.001778808
1.060563773,851.4777008,43.21095081,1.13E-12,2.78E-06,0.106833599,1.224637855,0.002945263
1.03075574,270.7800767,69.52668591,7.27E-13,1.49E-06,0.357191991,11.93595222,0.001538556
1.193473184,180.6829423,29.55219546,6.77E-13,6.54E-07,0.471734585,9.552712978,0.000780938
1.184533771,528.2667652,93.28602301,1.14E-12,1.99E-07,0.691751422,8.678266058,0.000236549
0.871977511,220.7398986,63.35636905,1.48E-12,1.73E-06,0.213868975,5.212785874,0.001507682
1.143626426,652.7395334,48.22226212,7.23E-13,3.72E-06,0.264712947,7.518428373,0.00425738
0.849776411,741.6789579,55.29048751,6.69E-13,1.65E-06,0.481526738,12.19817856,0.001406503
0.885737609,520.5774789,48.73778628,1.27E-12,2.11E-06,0.546300454,7.088232689,0.001869779
0.954257721,702.3032361,66.81286623,7.39E-13,3.83E-06,0.577554727,2.688156281,0.00365753
1.016037596,492.3700278,61.06721098,8.23E-13,4.60E-06,0.422392839,3.17202434,0.004669229
0.940484907,292.2479116,91.43528554,1.14E-12,1.52E-06,0.306924479,8.282383914,0.001433783
1.109853639,184.9882695,84.50586516,1.33E-12,3.31E-06,0.601870076,3.940539462,0.003669763
1.104008167,234.6190143,54.95573586,1.15E-12,2.83E-06,0.134169817,6.346918523,0.003125011
1.01951247,226.0370221,80.60308574,6.61E-13,4.04E-06,0.157778233,10.52158645,0.004116337
1.040702181,610.9362985,97.12293591,6.52E-13,2.74E-06,0.762814083,10.34580173,0.002847157
0.932652313,511.226443,41.64457538,6.64E-13,2.03E-06,0.598163999,9.06001163,0.001892763
1.165777238,471.9090728,95.28050063,1.07E-12,2.44E-07,0.647744484,6.525563114,0.000284485
1.094964256,109.2371774,36.70770228,9.57E-13,3.58E-06,0.141555138,12.38874667,0.00392401
0.902916068,722.6847426,88.60674235,1.24E-12,4.19E-06,0.705693701,1.627382606,0.00378657
1.141784564,492.572739,67.83483123,1.02E-12,2.75E-06,0.391805713,0.565524317,0.003138557
1.14473513,656.8986306,61.28283735,1.26E-12,1.22E-06,0.120759887,5.308945237,0.001392884
1.190388343,807.201275,26.59563451,1.04E-12,3.48E-06,0.874297263,9.51838449,0.004145309
0.92122257,136.392171,34.67113498,1.40E-12,4.02E-06,0.779866786,11.41866374,0.003706529
0.880157534,396.3615138,21.06088796,1.38E-12,1.05E-06,0.415952963,13.82187572,0.000925931
0.97918942,931.5450927,59.8426976,8.77E-13,1.40E-06,0.899293442,1.648205964,0.00137315
1.199986307,919.1591181,99.44591289,1.33E-12,4.59E-06,0.569797909,10.22736072,0.005510719
1.156745297,114.6209258,91.95741594,9.75E-13,3.61E-06,0.678451954,12.94833492,0.004181315
1.197193292,858.1976557,60.09338433,1.12E-12,3.70E-07,0.672824617,13.38035101,0.000444457
1.014299027,178.6939716,65.5369816,1.10E-12,6.07E-07,0.355506381,9.527818543,0.000616066
1.140136741,398.4125476,24.1011613,1.42E-12,3.48E-06,0.212192689,3.860715619,0.003965591
1.035146181,507.4173365,76.15454817,1.30E-12,3.28E-06,0.5902329,4.01435201,0.003390944
0.847060962,296.9792391,53.45361251,9.29E-13,4.00E-06,0.112905529,9.649461952,0.003390388
0.97294656,830.5083515,35.98040768,8.70E-13,3.90E-06,0.747723283,14.04856775,0.00379433
0.808204223,271.4612913,22.52170154,5.03E-13,4.08E-06,0.400677672,0.840361466,0.003299483
0.932375554,187.7152992,49.12023188,8.22E-13,2.27E-06,0.648150775,1.686091577,0.002120251
0.888034588,134.1999373,63.15402318,9.33E-13,2.54E-06,0.725669211,8.128272119,0.002252605
0.820729545,685.2618899,51.40241891,1.41E-12,3.83E-06,0.401214382,12.82172828,0.003140418
1.044844017,174.841732,33.52984337,9.53E-13,3.02E-06,0.513516453,2.859916049,0.003159227
0.906754422,478.3951926,95.49258393,1.49E-12,3.81E-06,0.539173139,4.854268179,0.003455586
0.975671761,228.0185755,30.12229603,6.21E-13,3.83E-06,0.498549191,14.70818607,0.003737437
1.104061448,458.4574516,39.34160203,1.25E-12,1.40E-06,0.255407171,9.818447903,0.00154715
1.099461538,450.2626563,72.93717471,5.93E-13,1.65E-06,0.53689301,1.13758476,0.001813324
1.027007699,482.4487309,94.63951501,1.07E-12,3.63E-06,0.397020482,12.19815493,0.003731992
0.854245182,418.3015485,67.30833869,8.33E-13,1.80E-06,0.695329702,0.563863798,0.001539394
0.97124031,551.5685436,75.30021535,5.37E-13,2.43E-06,0.666626826,11.99446806,0.002356125
0.840112598,625.0285158,94.69328337,1.34E-12,3.65E-06,0.571267656,8.068288377,0.003065162
0.810040575,314.7725592,26.75836996,9.11E-13,2.13E-06,0.630239383,5.157482496,0.001723516
1.097802968,542.0409416,31.78490555,1.39E-12,4.93E-06,0.512743348,13.6405084,0.005409454
0.96341714,874.2745765,38.58517138,7.54E-13,3.21E-06,0.482314706,9.594228348,0.003097403
0.893000524,842.8624906,36.71416849,5.55E-13,4.19E-06,0.304711709,1.166321807,0.003745108
1.000865102,950.1732167,23.52652788,1.43E-12,9.06E-07,0.193296308,10.68516641,0.000907486
1.09938924,372.6552122,39.65326011,1.05E-12,1.20E-06,0.432342285,10.9826922,0.001316155
0.900589778,833.7932106,49.34468972,1.13E-12,3.20E-06,0.262352561,8.419659037,0.00288115
1.026603382,383.589931,35.38185044,8.07E-13,2.67E-06,0.707832688,8.355758903,0.002736457
1.151190793,270.2771264,42.86674786,7.87E-13,9.86E-07,0.408005326,5.35279083,0.001135358
1.013006655,602.1363311,77.12914836,1.07E-12,4.67E-06,0.677762672,1.187618808,0.004732702
0.852797745,476.9884028,82.98435503,1.31E-12,1.08E-06,0.421771897,13.79182004,0.000920729
1.106814747,497.0047488,91.128098,1.27E-12,3.33E-06,0.21695451,6.281159559,0.003687914
1.146289123,843.858095,88.30291142,1.02E-12,2.58E-06,0.466276093,0.976475158,0.002962059
0.975317785,789.1214368,58.64547725,9.92E-13,1.58E-06,0.516490498,2.502528134,0.001540183
0.974496447,806.4774479,95.17957545,8.19E-13,3.71E-06,0.644123776,10.54029642,0.003612306
1.080800316,409.0987371,70.48612856,1.13E-12,2.03E-06,0.761137016,8.607919858,0.002189551
0.994901143,129.665231,42.2280572,1.33E-12,3.43E-06,0.508746895,4.682931874,0.003417569
0.813086418,245.1813138,31.58341894,1.06E-12,3.92E-06,0.334407504,5.445785803,0.003186006
0.860763994,743.6320944,69.38110139,8.25E-13,2.24E-06,0.601681208,8.246994969,0.001924957
0.842891676,637.510292,76.74062078,6.68E-13,1.55E-06,0.105078016,3.418744916,0.001304545
1.160335161,902.5666769,99.24864536,1.14E-12,4.43E-06,0.165432554,6.688637119,0.005145682
1.031813504,425.9704505,76.90393733,5.09E-13,3.10E-06,0.656890694,8.66256233,0.003195997
0.849832562,701.2431255,42.33133735,9.94E-13,7.88E-07,0.474008475,13.22442654,0.000669835
0.802469632,188.6835352,23.72063884,1.23E-12,2.60E-06,0.710273912,12.73670098,0.002085085
0.8733669,134.6443146,83.37642057,1.42E-12,4.81E-06,0.432781636,14.32687445,0.004204512
1.020851313,197.3949376,25.54504284,7.18E-13,6.93E-07,0.578219288,1.791782998,0.00070776
1.057643583,490.414688,24.24326914,1.21E-12,8.32E-07,0.121003741,6.968470694,0.000879702
1.124512034,619.6519175,80.55968761,1.27E-12,3.24E-06,0.62906005,1.915158347,0.003644261
1.092499426,595.1852494,28.83301803,1.01E-12,4.53E-06,0.553446583,12.42455212,0.004954847
1.04623524,450.8909847,79.40630281,1.19E-12,2.18E-06,0.493801673,10.57326558,0.002284253
0.917278327,850.3956686,45.54554535,1.36E-12,4.06E-06,0.159848299,11.33841821,0.003720591
0.898084175,647.7239659,56.79519953,1.34E-12,4.16E-06,0.278535575,0.976777251,0.003735739
1.118210753,574.6069778,56.81030828,1.44E-12,7.16E-07,0.339404195,2.317375687,0.00080083
1.133040099,923.6680202,55.68384876,9.57E-13,4.84E-06,0.687606349,9.608964556,0.005484031
0.923828521,443.3403276,89.39889811,8.58E-13,3.68E-06,0.764111653,5.632289992,0.003401372
0.957545253,895.1768451,65.63966085,6.60E-13,3.24E-06,0.562305622,11.83263669,0.003097993
1.143806535,923.7892343,81.37449953,9.58E-13,4.78E-06,0.204578795,7.537289685,0.005471756
0.894746919,891.3181308,63.73357051,5.73E-13,3.50E-06,0.703253547,5.1400255,0.003130533
0.848903146,491.6585582,57.86510471,1.03E-12,2.84E-06,0.520788624,13.93124904,0.002410014
0.853811455,564.9658019,63.65476409,1.45E-12,2.23E-06,0.704958434,8.41015519,0.00190809
0.877683228,889.5021014,98.73988074,1.25E-12,4.72E-06,0.207210231,9.549574712,0.004140689
1.053020425,778.5530159,60.67979826,7.64E-13,2.37E-06,0.563051808,1.93374887,0.002492073
0.860854569,406.8635614,53.61039622,6.92E-13,2.17E-06,0.386591611,6.542261569,0.00186948
1.040626396,346.6747586,69.79246941,1.13E-12,4.36E-06,0.62832304,1.988872003,0.00454134
1.15075697,185.3646138,96.85799385,5.04E-13,3.22E-06,0.444583429,12.67936143,0.003702292
1.035682023,944.751792,28.22900628,1.29E-12,6.07E-07,0.571606908,7.718685516,0.000629534
0.921487702,103.1128717,38.46688441,8.18E-13,2.97E-06,0.148983055,6.845612912,0.00273967
1.158233054,234.1741844,38.92720937,1.20E-12,1.05E-06,0.396390173,14.51315487,0.001213414
0.811711227,166.5295055,47.72653726,7.04E-13,4.20E-06,0.14506694,10.02748358,0.00341191
0.986858191,609.1154552,78.41570866,5.42E-13,2.01E-06,0.168884659,9.374063053,0.001984501
1.076803946,105.3521095,22.63374541,8.13E-13,1.65E-06,0.238711654,9.075044521,0.001773155
1.092357326,343.9301915,57.57376251,9.07E-13,6.14E-07,0.580997354,5.968939732,0.0006712
1.085484075,826.7844697,50.20294406,8.69E-13,1.25E-06,0.51560591,3.255871306,0.001358777
1.150832259,517.0921611,78.25269845,1.14E-12,2.89E-06,0.42060091,5.572350511,0.003327125
0.814144955,230.4357757,59.39367398,8.66E-13,4.64E-06,0.252013677,3.617759866,0.003776241
1.054423567,148.6831367,76.2412514,8.72E-13,3.36E-06,0.690298875,13.99623022,0.003542064
1.076868903,191.5142448,71.59900504,1.42E-12,2.44E-06,0.360250322,10.34036299,0.002623376
0.924533143,685.6250555,95.82549185,1.20E-12,1.15E-06,0.73999194,6.702199311,0.001063191
1.143828923,278.3537898,40.01642339,1.07E-12,2.63E-06,0.782299421,2.259803562,0.003006974
0.930882341,658.7134213,73.570936,8.00E-13,2.97E-06,0.288980029,4.548742692,0.002762268
1.077951569,694.0296129,84.72926802,9.06E-13,4.75E-06,0.216367562,1.39871097,0.005118939
0.882868099,323.261476,29.34582571,6.61E-13,1.98E-06,0.165372302,6.016151733,0.001746761
1.164615837,843.5734996,55.69355852,1.44E-12,4.99E-06,0.426373976,8.840297366,0.005809113
0.978876182,652.5673169,73.09242829,9.03E-13,6.71E-07,0.536554798,10.69552698,0.000657583
0.853113319,770.4760154,40.2801348,1.27E-12,4.92E-06,0.437925189,3.103223644,0.004194859
0.809510771,400.2976147,58.46744323,1.45E-12,1.53E-07,0.540362197,11.67898089,0.000124016
0.89374279,306.3865587,99.21717267,8.26E-13,3.56E-06,0.334989077,0.606713988,0.003183922
1.002061918,387.1628657,23.71788255,1.27E-12,1.57E-06,0.778953376,11.01058232,0.0015744
0.944960089,779.8314911,31.07359519,7.66E-13,2.12E-06,0.828678085,1.222049004,0.00200698
0.891259989,263.2117745,69.0170782,9.75E-13,6.11E-07,0.858771652,9.662388662,0.000544703
1.087721421,768.6503344,49.63678667,1.06E-12,1.67E-06,0.329644166,7.781820213,0.001822102
1.166007839,318.1996017,27.1749767,1.17E-12,3.10E-06,0.28807018,2.764428395,0.003612288
1.053795886,921.6376235,77.13412782,7.80E-13,4.32E-06,0.575759206,13.20938823,0.004554684
1.094547717,982.2664456,64.00038659,6.53E-13,7.87E-07,0.306734913,1.618525648,0.000861766
1.155153945,684.1657741,27.57089442,8.50E-13,4.06E-06,0.538061431,11.23916451,0.004690045
1.098724459,470.7058512,51.39959912,1.48E-12,1.26E-06,0.187157937,11.79599957,0.001381824
1.007782818,262.8635459,92.60202329,6.89E-13,4.43E-06,0.470120911,4.408936949,0.004468824
1.179074732,743.9948315,20.30950226,1.25E-12,1.25E-06,0.52907938,5.574540767,0.001470823
1.032439359,675.3684513,43.76153126,1.17E-12,3.84E-07,0.804183248,4.667764,0.000397339
1.123361836,903.5723651,40.31410053,1.29E-12,2.62E-06,0.261837163,11.98973985,0.002947076
0.829907924,688.6567757,72.76993356,1.44E-12,2.34E-06,0.796895071,1.977041144,0.001941608
1.009996921,919.5938621,22.76451156,8.10E-13,2.18E-06,0.736418459,6.123147207,0.002206094
1.188038,796.9626194,50.03781588,1.04E-12,3.52E-06,0.588601419,9.788467973,0.004181813
0.93927897,147.5703178,31.80345126,8.38E-13,4.11E-06,0.579073211,8.591979323,0.003858859
0.927976573,503.4705169,52.54442113,1.48E-12,1.60E-06,0.638159104,8.530848504,0.001482285
0.833140588,438.4939439,22.02684843,5.35E-13,1.45E-06,0.269929527,4.175831671,0.001204259
1.157396429,377.5192691,24.65478658,1.02E-12,2.01E-06,0.513724078,7.444578744,0.002323576
1.150171901,660.3910559,57.67896451,7.23E-13,5.25E-07,0.115715571,9.679681575,0.000603499
1.139145787,480.4773339,64.71799072,8.31E-13,8.20E-07,0.210920849,12.32938995,0.000933841
1.092500138,357.9533863,27.19280206,1.23E-12,2.21E-06,0.808666698,8.292518059,0.002415906
1.089371523,531.2891425,28.03815469,9.18E-13,2.15E-07,0.724964422,12.91872725,0.000235154
0.954207155,501.5144448,80.219476,1.22E-12,3.53E-07,0.281801023,14.05862605,0.000336693
0.835271001,934.9543003,25.36837917,9.68E-13,4.09E-07,0.888286583,0.516692961,0.000342052
0.90821802,570.5481948,50.38571229,9.41E-13,4.27E-06,0.155538818,8.033681788,0.00387397
1.068767673,902.5443618,23.30043255,6.03E-13,3.20E-06,0.281421723,8.397235115,0.003416973
0.898113153,386.5062578,55.28362947,1.22E-12,4.29E-06,0.179349076,14.29032294,0.003848756
0.801593393,879.8049882,95.52486564,9.02E-13,4.48E-07,0.335089393,10.11229249,0.000359535
1.050165966,724.5055298,43.77446162,1.09E-12,9.79E-07,0.109532265,3.819780846,0.001028337
1.113071694,928.3669345,43.35075215,7.43E-13,4.06E-06,0.759685364,10.61177228,0.004518873
1.150452919,132.6168105,43.93638672,1.07E-12,3.51E-06,0.454090224,6.668568065,0.004033004
1.019411408,563.6959612,94.06144737,1.24E-12,3.57E-06,0.361167329,1.922747043,0.003635606
0.836402301,812.3811011,22.93737488,1.10E-12,1.86E-06,0.114587356,14.38380031,0.001553724
1.097032834,245.4339088,49.67474459,1.45E-12,1.31E-07,0.276616258,8.932657659,0.000144285
0.866999092,610.203462,58.13436949,1.18E-12,3.52E-07,0.341384739,12.84170116,0.000305618
0.921261354,218.9396256,91.08080858,1.17E-12,1.89E-06,0.280393922,4.477923517,0.001738153
0.870887803,759.0944166,88.30842351,9.46E-13,3.95E-06,0.68462815,10.32811141,0.003441886
1.149219841,648.042924,71.98246316,1.08E-12,3.32E-07,0.270848474,1.101800064,0.000381232
0.852745158,271.8088175,45.94714859,1.34E-12,2.47E-06,0.301478969,3.48862684,0.002105225
0.979938575,251.903793,49.65106899,1.25E-12,3.04E-06,0.4800565,14.65581365,0.002979774
0.908267521,441.2966822,61.64150924,1.27E-12,3.17E-06,0.131220194,3.870346163,0.002881287
0.820020714,883.810784,71.99594672,1.22E-12,3.32E-07,0.195066162,3.335230759,0.000272402
1.021086816,561.6977237,23.71239212,1.47E-12,2.43E-06,0.474417515,2.301567281,0.002478057
0.866638894,758.22738,34.24475693,9.07E-13,2.45E-06,0.597932208,3.004507548,0.002126867
1.007613602,654.9238959,72.23442467,1.25E-12,1.19E-06,0.874983457,13.40775201,0.00119637
1.004637606,370.2372252,80.13226099,1.18E-12,2.38E-06,0.448531994,14.75052671,0.002394597
0.961855535,990.0698421,98.25531294,1.14E-12,4.46E-06,0.764360355,11.34231119,0.004291344
1.011501384,251.7449241,48.61644653,6.17E-13,3.56E-06,0.430749294,12.62850885,0.003598202
0.800801986,846.27946,56.76436493,5.99E-13,8.88E-07,0.211784914,11.17667065,0.000711558
0.947789348,952.7163162,65.08259644,7.56E-13,9.83E-07,0.165644571,2.349908296,0.000931703
1.098670704,701.3572976,46.79848512,1.16E-12,2.76E-06,0.370416956,13.79890688,0.003031741
1.034768445,720.1835588,92.25938591,1.45E-12,4.80E-06,0.548189575,7.480761981,0.004965761
1.073853063,296.1421626,62.38620402,9.77E-13,2.22E-06,0.254786389,11.33301571,0.002389344
1.077429432,582.0947058,88.17205155,9.95E-13,4.06E-06,0.470096012,4.76634689,0.004373848
0.918395893,614.0987114,74.63400577,6.34E-13,1.02E-06,0.16707958,5.886882353,0.000938742
0.936722158,244.7945611,45.83201457,7.95E-13,1.09E-06,0.5192382,10.17326679,0.001018695
1.110026025,728.8642719,68.75280914,9.02E-13,4.92E-06,0.429070439,9.857475954,0.005464387
0.967329516,689.306064,91.7147609,1.03E-12,4.13E-06,0.182811908,5.79042038,0.003994599
1.115915502,881.5780087,90.18239929,1.30E-12,4.57E-06,0.366224104,1.685852268,0.005103104
1.043884667,649.9148696,34.78400952,1.16E-12,1.95E-06,0.103404668,8.886003427,0.002039889
0.966150757,674.2011913,59.19096216,8.47E-13,3.16E-06,0.775033954,14.23110151,0.003054188
1.005079441,751.2130577,30.43388413,1.18E-12,3.61E-06,0.750965747,9.973610638,0.003633625
1.167965857,284.5209425,48.36812681,1.00E-12,9.37E-07,0.507293145,5.480094171,0.001094815
0.882929485,507.701775,76.79079188,1.37E-12,4.09E-06,0.505046683,2.067771691,0.003609725
1.031264555,734.3844694,35.3389008,1.41E-12,1.21E-06,0.492082362,1.533486093,0.00124974
0.92412565,675.8643988,77.73156206,1.32E-12,1.20E-06,0.474043359,6.325619484,0.001108968
